Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
HUM,266.35,Put,230,2027-01-15T16:30:00-06:00,456,"23.30 x 149","26.90 x 11",26.75,1500,mid,4012500,1500,122,41.57%,-0.2734103696,SLCN,ToOpen,"14:41:31 ET"
TSLA,427.64,Call,447.5,2025-10-24T16:30:00-05:00,8,"10.95 x 60","11.10 x 26",11.07,3600,mid,3985200,3829,508,74.59%,0.36399928515286,MLAT,ToOpen,"12:37:52 ET"
COF,201.845,Put,230,2025-10-17T16:30:00-05:00,1,"26.90 x 118","29.20 x 60",26.9,1480,bid,3981200,1499,486,0.00%,0,MLFT,SellToOpen,"14:55:59 ET"
TECK,44.49,Call,39,2025-10-17T16:30:00-05:00,1,"4.10 x 640","5.60 x 64",5.74,6920,ask,3972000,7529,4504,0.00%,0,LATE,BuyToOpen,"11:49:34 ET"
APP,599.35,Call,560,2025-10-24T16:30:00-05:00,8,"46.30 x 94","51.90 x 73",46.5,850,mid,3952500,851,28,60.74%,0.79110519920035,MLFT,ToOpen,"15:36:28 ET"
ADBE,329.47,Put,590,2026-01-16T16:30:00-06:00,92,"256.30 x 74","262.45 x 22",262.45,150,ask,3936700,250,9,76.54%,-0.9265432216,MLFT,BuyToOpen,"14:52:32 ET"
GOOGL,251.185,Call,250,2025-11-07T16:30:00-06:00,22,"13.05 x 6","13.20 x 50",13.13,2998,mid,3936300,3199,1581,48.60%,0.5469640496424,AUTO,ToOpen,"15:14:45 ET"
MSTR,284.4385,Put,460,2025-10-17T16:30:00-05:00,1,"173.00 x 15","175.65 x 11",174.85,225,mid,3934100,225,23,0.00%,0,SLFT,ToOpen,"14:31:55 ET"
AAPL,246.335,Put,275,2025-10-17T16:30:00-05:00,1,"27.90 x 400","28.80 x 384",28.68,1370,mid,3929100,4270,101,85.79%,-0.9934026437,MLFT,N/A,"14:47:44 ET"
UNH,355.75,Put,440,2026-07-17T16:30:00-05:00,274,"97.35 x 115","102.05 x 37",99.7,393,mid,3918200,1001,1062,37.05%,-0.6875647718,MLET,N/A,"14:17:49 ET"
BABA,165.767,Put,187.5,2025-10-17T16:30:00-05:00,1,"21.60 x 319","23.75 x 358",21.6,1810,bid,3909600,5125,435,192.46%,-0.879484805,MLFT,N/A,"14:54:36 ET"
LULU,165.03,Put,172.5,2025-10-17T16:30:00-05:00,1,"7.10 x 199","8.20 x 130",7.81,4999,mid,3904200,6021,7119,70.72%,-0.8804873669,MLAT,N/A,"11:07:21 ET"
COIN,339.205,Call,352.5,2025-10-24T16:30:00-05:00,8,"7.15 x 383","8.05 x 295",7.78,4999,mid,3889200,7365,4203,64.77%,0.36554328841355,MLAT,N/A,"11:31:25 ET"
UNH,355.25,Put,550,2025-12-19T16:30:00-06:00,64,"191.50 x 50","196.40 x 38",194.25,200,mid,3885000,390,18,0.00%,0,SLFT,N/A,"15:39:01 ET"
CAT,541.705,Call,480,2026-01-16T16:30:00-06:00,92,"80.20 x 49","82.95 x 74",80.2,484,bid,3881600,485,493,38.91%,0.77253491252894,MLFT,N/A,"15:12:42 ET"
PLTR,177.652,Call,190,2026-09-18T16:30:00-05:00,337,"38.35 x 205","38.90 x 210",38.75,1000,mid,3875000,1116,668,60.94%,0.59409180895953,TLCT,ToOpen,"14:40:53 ET"
RGTI,48.8,Call,51,2025-10-24T16:30:00-05:00,8,"3.35 x 566","4.00 x 444",3.85,10000,mid,3850000,10277,216,165.12%,0.47826123935563,MLAT,ToOpen,"11:09:20 ET"
CNC,35.56,Put,37,2025-10-17T16:30:00-05:00,1,"1.40 x 71","1.55 x 21",1.53,25000,mid,3825000,25025,25771,69.67%,-0.8576266005,MLAT,N/A,"15:47:03 ET"
MSTR,286.93,Put,460,2025-10-17T16:30:00-05:00,1,"171.80 x 18","173.70 x 17",173.7,220,ask,3821400,445,23,444.63%,-0.9721999318,MLFT,N/A,"15:00:23 ET"
SJM,103.9802,Put,120,2025-10-17T16:30:00-05:00,1,"14.90 x 26","16.50 x 20",16.5,2310,ask,3811500,2310,0,202.45%,-0.9030232713,MLFT,BuyToOpen,"15:03:35 ET"
ADBE,329.25,Put,380,2025-10-17T16:30:00-05:00,1,"49.15 x 78","51.80 x 42",50.8,750,mid,3810000,3150,241,117.15%,-0.9902265408,SLFT,N/A,"14:40:19 ET"
BMNR,52.24,Put,70,2025-10-17T16:30:00-05:00,1,"17.50 x 808","18.60 x 856",17.95,2120,mid,3805400,2167,2453,365.43%,-0.9243148354,MLFT,N/A,"14:55:26 ET"
TTD,49.82,Put,70,2025-10-17T16:30:00-05:00,1,"19.25 x 613","20.65 x 297",20.56,1850,mid,3803600,12789,4145,0.00%,0,MLFT,N/A,"15:12:41 ET"
BABA,167,Call,170,2026-01-16T16:30:00-06:00,92,"15.15 x 148","15.75 x 839",15.2,2500,mid,3800000,2600,4668,49.68%,0.52540481818665,SLCN,N/A,"11:36:02 ET"
TTD,49.82,Put,70,2025-10-17T16:30:00-05:00,1,"19.25 x 545","20.65 x 302",19.25,1970,bid,3792200,12789,4145,0.00%,0,MLFT,N/A,"15:13:22 ET"
CAVA,63.4,Put,80,2025-10-17T16:30:00-05:00,1,"15.25 x 210","18.75 x 44",18.06,2090,mid,3774500,2970,106,455.59%,-0.8039818643,MLFT,ToOpen,"14:55:41 ET"
BIDU,121.075,Put,135,2025-10-17T16:30:00-05:00,1,"13.15 x 179","15.05 x 64",15.05,2500,ask,3762500,2526,952,206.56%,-0.8295979795,MLFT,BuyToOpen,"14:48:54 ET"
BABA,165.767,Put,182.5,2025-10-17T16:30:00-05:00,1,"16.15 x 425","17.35 x 218",17.34,2160,mid,3745400,5922,1396,143.77%,-0.8925425024,MLFT,N/A,"14:54:36 ET"
DECK,97.85,Put,115,2025-10-17T16:30:00-05:00,1,"16.00 x 29","18.40 x 19",16,2340,bid,3744000,2900,1544,148.85%,-0.9794109135,MLFT,SellToOpen,"14:55:15 ET"
CNC,35.56,Put,36,2025-10-24T16:30:00-05:00,8,"1.45 x 14","1.55 x 153",1.49,25000,mid,3725000,25032,321,60.31%,-0.5340821003,MLAT,ToOpen,"15:47:03 ET"
MSTR,286.29,Put,357.5,2025-10-17T16:30:00-05:00,1,"70.60 x 39","72.40 x 39",72.4,510,ask,3692400,515,54,204.79%,-0.9786012866,MLFT,BuyToOpen,"15:04:02 ET"
NVDA,182.595,Put,200,2027-12-17T16:30:00-06:00,792,"49.05 x 9","49.25 x 278",49.15,750,mid,3686200,751,3723,42.81%,-0.4143429373,MLFT,N/A,"10:27:11 ET"
PG,149.6101,Put,160,2025-10-17T16:30:00-05:00,1,"9.60 x 311","11.35 x 233",10.5,3500,mid,3675000,3500,779,75.81%,-0.9528316661,SLFT,ToOpen,"14:42:14 ET"
UPS,84.92,Put,100,2025-10-17T16:30:00-05:00,1,"14.35 x 52","16.90 x 10",15.2,2400,mid,3648000,2400,58,172.09%,-0.9614888565,MLFT,ToOpen,"14:36:53 ET"
UNH,356.2,Put,550,2025-12-19T16:30:00-06:00,64,"191.30 x 45","196.40 x 45",191.3,190,bid,3634700,190,18,51.51%,-0.9883535948,MLFT,SellToOpen,"15:01:16 ET"
HOOD,132.5821,Put,100,2028-01-21T16:30:00-06:00,827,"25.10 x 20","25.70 x 65",25.22,1440,mid,3631600,1441,57,64.69%,-0.2033645579,SLCN,ToOpen,"14:05:07 ET"
FIG,57.73,Put,70,2025-11-21T16:30:00-06:00,36,"15.40 x 916","17.00 x 91",16.14,2250,mid,3631500,2259,4818,111.71%,-0.6436806768,MLCT,N/A,"15:34:01 ET"
RDDT,197.73,Put,260,2025-10-17T16:30:00-05:00,1,"60.05 x 128","63.25 x 157",63.25,570,ask,3605200,570,95,334.37%,-0.9301939542,MLFT,BuyToOpen,"15:02:04 ET"
PG,149.6,Put,160,2025-10-17T16:30:00-05:00,1,"8.75 x 429","12.10 x 415",10.3,3500,mid,3605000,7000,779,60.19%,-0.9831742929,SLFT,N/A,"15:59:40 ET"
AAPL,245.525,Put,250,2025-11-21T16:30:00-06:00,36,"11.15 x 34","11.35 x 623",11.26,3200,mid,3603200,3724,24414,30.01%,-0.5472698076,MLCT,N/A,"14:25:03 ET"
NFLX,1182.035,Put,1300,2025-10-17T16:30:00-05:00,1,"116.00 x 7","123.55 x 8",116,310,bid,3596000,311,33,81.32%,-0.9875377642,MLFT,SellToOpen,"15:00:34 ET"
LULU,163.79,Put,310,2026-01-16T16:30:00-06:00,92,"143.05 x 5","148.50 x 12",143.05,250,bid,3576200,250,28,0.00%,0,MLFT,SellToOpen,"14:53:32 ET"
TXN,174.931,Put,200,2025-10-17T16:30:00-05:00,1,"24.10 x 96","26.10 x 61",24.44,1460,mid,3568200,2560,166,109.50%,-0.9896518238,MLFT,ToOpen,"15:03:16 ET"
COST,922.14,Put,1100,2025-10-17T16:30:00-05:00,1,"173.40 x 17","180.90 x 2",177.85,200,mid,3557000,223,21,0.00%,0,SLFT,ToOpen,"14:34:10 ET"
ADBE,328.02,Put,405,2025-10-17T16:30:00-05:00,1,"72.65 x 82","79.30 x 75",77,460,mid,3542000,1470,38,152.91%,-0.9959771116,SLFT,N/A,"15:45:34 ET"
RGTI,48.8,Put,45,2025-10-24T16:30:00-05:00,8,"3.45 x 174","3.60 x 89",3.52,10000,mid,3520000,12197,2585,188.31%,-0.3325293743,MLAT,ToOpen,"11:09:20 ET"
CRWV,139.85,Call,145,2026-01-16T16:30:00-06:00,92,"22.00 x 26","22.40 x 171",22.4,1567,ask,3510000,5875,3045,85.76%,0.56151053428111,AUTO,N/A,"12:18:09 ET"
ADBE,328.02,Put,390,2025-10-17T16:30:00-05:00,1,"58.85 x 74","63.50 x 48",61.2,570,mid,3488400,1940,50,0.00%,0,SLFT,N/A,"15:45:34 ET"
ENPH,37.44,Put,110,2026-01-16T16:30:00-06:00,92,"70.90 x 381","73.85 x 158",72.45,480,mid,3477600,820,96,0.00%,0,SLFT,ToOpen,"15:16:29 ET"
MA,548.255,Put,595,2025-10-17T16:30:00-05:00,1,"43.35 x 22","48.10 x 11",45.53,760,mid,3460200,790,74,0.00%,0,MLFT,ToOpen,"14:49:58 ET"
TXN,174.931,Put,220,2025-10-17T16:30:00-05:00,1,"44.05 x 40","46.25 x 14",44.05,780,bid,3435900,1430,80,195.32%,-0.9858436504,MLFT,SellToOpen,"15:03:16 ET"
QUBT,18.925,Call,20,2025-10-24T16:30:00-05:00,8,"1.10 x 76","1.20 x 14",1.24,27676,ask,3431800,28220,1186,141.65%,0.43866027220259,MLAT,BuyToOpen,"14:41:52 ET"
APP,601.24,Put,725,2025-10-17T16:30:00-05:00,1,"122.00 x 13","132.00 x 19",126.91,270,mid,3426500,270,20,254.95%,-0.9092511008,MLFT,ToOpen,"14:54:31 ET"
CLS,285.62,Put,300,2025-11-07T16:30:00-06:00,22,"33.00 x 26","34.40 x 994",34.4,994,ask,3419300,1000,0,94.38%,-0.5353050001,AUTO,BuyToOpen,"09:31:32 ET"
CVNA,344.38,Call,330,2025-10-31T16:30:00-05:00,15,"36.00 x 6","39.35 x 49",38.28,883,mid,3380100,1804,3102,111.42%,0.62143132186071,MLAT,N/A,"14:34:59 ET"
UNH,356.2,Put,600,2026-01-16T16:30:00-06:00,92,"241.30 x 45","246.30 x 46",241.31,140,mid,3378300,1490,98,0.00%,-1.,MLFT,N/A,"15:01:16 ET"
CVNA,344.38,Call,330,2025-10-31T16:30:00-05:00,15,"36.10 x 1","39.35 x 2",39.32,859,mid,3377500,1804,3102,111.42%,0.62143132186071,SLAN,N/A,"14:36:44 ET"
NFLX,1208.2216,Put,1500,2026-01-16T16:30:00-06:00,92,"298.00 x 57","300.60 x 1",298,113,bid,3367400,283,367,36.01%,-0.8862818023,AUTO,N/A,"10:55:51 ET"
ADBE,329.71,Put,390,2025-10-17T16:30:00-05:00,1,"58.85 x 16","62.35 x 50",58.85,570,bid,3354400,1370,50,167.83%,-0.9693602368,MLFT,N/A,"14:47:54 ET"
ADBE,329.25,Put,375,2025-10-17T16:30:00-05:00,1,"43.75 x 151","46.35 x 85",44.7,750,mid,3352500,2750,213,0.00%,0,SLFT,N/A,"14:40:19 ET"
SPOT,664.765,Put,740,2025-10-17T16:30:00-05:00,1,"69.50 x 17","77.65 x 20",77.65,430,ask,3338900,437,36,155.00%,-0.8999476779,MLFT,BuyToOpen,"15:02:26 ET"
META,709.38,Put,762.5,2025-10-17T16:30:00-05:00,1,"52.60 x 32","54.65 x 95",54.65,610,ask,3333600,618,69,101.81%,-0.9080729651,MLFT,BuyToOpen,"14:53:15 ET"
ALAB,164.53,Put,215,2025-10-17T16:30:00-05:00,1,"49.90 x 18","52.60 x 25",52.6,630,ask,3313800,631,117,415.46%,-0.8689784213,MLFT,BuyToOpen,"14:53:24 ET"
FICO,1622.2,Put,1850,2025-10-17T16:30:00-05:00,1,"219.10 x 1","236.60 x 1",236.59,140,mid,3312200,1345,106,199.26%,-0.8864283454,MLFT,N/A,"14:51:41 ET"
TSLA,422.39,Put,477.5,2025-10-17T16:30:00-05:00,1,"54.85 x 15","55.55 x 23",55.15,600,mid,3309000,639,159,98.07%,-0.9918657379,SLFT,ToOpen,"14:37:23 ET"
UNH,355.25,Put,530,2025-12-19T16:30:00-06:00,64,"171.00 x 46","177.95 x 46",173.15,190,mid,3289800,370,18,56.27%,-0.9523424693,SLFT,N/A,"15:39:01 ET"
BE,122,Call,170,2025-11-21T16:30:00-06:00,36,"8.00 x 56","8.70 x 69",8,4100,bid,3280000,5629,11268,138.18%,0.29523994370344,SLFT,N/A,"10:49:53 ET"
OKLO,159.45,Put,160,2025-10-31T16:30:00-05:00,15,"16.75 x 259","17.50 x 1872",17.5,1872,ask,3276000,2379,2817,134.77%,-0.448765517,AUTO,N/A,"11:42:51 ET"
DE,455.93,Put,540,2025-10-17T16:30:00-05:00,1,"83.00 x 6","88.50 x 19",88.5,370,ask,3274500,370,2,279.90%,-0.860313879,MLFT,BuyToOpen,"14:51:20 ET"
ADBE,329.71,Put,405,2025-10-17T16:30:00-05:00,1,"71.15 x 85","77.75 x 73",71.15,460,bid,3272900,1010,38,0.00%,0,MLFT,N/A,"14:47:54 ET"
NFLX,1182.035,Put,1270,2025-10-17T16:30:00-05:00,1,"86.55 x 13","93.50 x 27",93.5,350,ask,3272500,354,33,72.38%,-0.9703486893,MLFT,BuyToOpen,"15:00:34 ET"
META,709.38,Put,770,2025-10-17T16:30:00-05:00,1,"60.60 x 10","62.75 x 26",60.6,540,bid,3272400,540,45,84.42%,-0.96719406,MLFT,SellToOpen,"14:53:15 ET"
MSTR,284.46,Call,450,2026-02-20T16:30:00-06:00,127,"10.80 x 38","11.10 x 48",10.8,3000,bid,3240000,3041,667,71.37%,0.19881680612857,MLFT,SellToOpen,"15:51:29 ET"
DE,455.93,Put,490,2025-10-17T16:30:00-05:00,1,"32.50 x 10","38.80 x 20",38.57,840,mid,3239800,840,5,163.73%,-0.7874516184,MLFT,ToOpen,"14:51:20 ET"
APP,611.47,Put,600,2025-12-19T16:30:00-06:00,64,"61.00 x 19","64.90 x 7",64.75,500,mid,3237500,551,196,71.78%,-0.408477492,TLFT,ToOpen,"11:23:46 ET"
LULU,162.17,Put,190,2025-10-17T16:30:00-05:00,1,"25.80 x 188","28.15 x 112",25.8,1250,bid,3225000,1300,143,0.00%,0,SLFT,SellToOpen,"14:33:03 ET"
COIN,335,Call,230,2025-10-17T16:30:00-05:00,1,"102.65 x 238","109.10 x 29",107.35,300,mid,3220500,300,365,494.37%,0.94330520572603,MLFT,N/A,"14:02:19 ET"
APP,601.24,Put,700,2025-10-17T16:30:00-05:00,1,"95.80 x 22","103.70 x 27",103.7,310,ask,3214700,310,22,157.88%,-0.9642479982,MLFT,BuyToOpen,"14:54:31 ET"
FICO,1622.2,Put,1880,2025-10-17T16:30:00-05:00,1,"250.00 x 3","267.10 x 1",267.1,120,ask,3205200,120,10,219.52%,-0.8899479935,MLFT,BuyToOpen,"14:51:41 ET"
ACN,235.825,Put,315,2025-11-21T16:30:00-06:00,36,"78.10 x 21","81.80 x 21",80.1,400,mid,3203900,400,95,59.20%,-0.9315082455,SLFT,ToOpen,"14:42:37 ET"
RH,174.8483,Put,230,2025-10-17T16:30:00-05:00,1,"52.50 x 29","59.10 x 33",52.5,610,bid,3202500,973,131,315.55%,-0.9427363831,MLFT,SellToOpen,"15:04:02 ET"
SPOT,662.68,Call,685,2025-11-07T16:30:00-06:00,22,"32.00 x 999","34.30 x 76",32,999,bid,3196800,1030,22,63.03%,0.45192918244615,AUTO,SellToOpen,"14:34:20 ET"
V,335.9601,Put,370,2025-10-17T16:30:00-05:00,1,"33.75 x 12","35.20 x 12",35.2,900,ask,3168000,900,34,72.59%,-0.9953408211,MLFT,BuyToOpen,"15:01:01 ET"
MP,84.4192,Call,89,2025-10-24T16:30:00-05:00,8,"3.80 x 45","4.00 x 79",3.96,8000,mid,3168000,8312,255,115.01%,0.41293160245448,MLAT,ToOpen,"14:33:08 ET"
COIN,335,Call,240,2025-12-19T16:30:00-06:00,64,"104.30 x 105","105.55 x 54",105.55,300,ask,3166500,300,1150,78.12%,0.88601939971999,MLFT,N/A,"14:02:19 ET"
AVGO,350.45,Call,230,2027-06-17T16:30:00-05:00,609,"156.75 x 2","156.75 x 21",156.75,202,ask,3166300,2462,405,53.24%,0.83858453442245,AUTO,N/A,"14:39:43 ET"
AAPL,246.335,Put,270,2025-10-24T16:30:00-05:00,8,"23.15 x 122","23.80 x 185",23.8,1330,ask,3165400,1981,85,36.27%,-0.9590519052,MLFT,BuyToOpen,"14:47:44 ET"
ADBE,328.02,Put,385,2025-10-17T16:30:00-05:00,1,"54.15 x 135","58.70 x 112",56.4,560,mid,3158400,1770,49,0.00%,0,SLFT,N/A,"15:45:34 ET"
NVDA,181.37,Call,240,2026-12-18T16:30:00-06:00,428,"18.00 x 1","18.15 x 134",18,1750,bid,3150000,1765,3661,42.90%,0.38949386506265,SLCN,N/A,"15:49:19 ET"
ACN,234.11,Put,330,2025-11-21T16:30:00-06:00,36,"93.80 x 127","96.70 x 28",95.3,330,mid,3144900,905,33,0.00%,0,SLFT,N/A,"15:43:50 ET"
AMD,237.3926,Call,200,2027-01-15T16:30:00-06:00,456,"77.80 x 59","78.35 x 77",78.04,400,mid,3121600,484,12069,55.77%,0.74499801300901,MLET,N/A,"09:48:22 ET"
ADBE,328.02,Put,590,2026-01-16T16:30:00-06:00,92,"257.65 x 43","264.05 x 21",260,120,mid,3120000,400,9,63.55%,-0.9837610041,SLFT,N/A,"15:45:34 ET"
SOFI,27.59,Put,27,2027-06-17T16:30:00-05:00,609,"7.75 x 1355","9.00 x 2878",7.8,4000,mid,3120000,4000,677,65.20%,-0.3140540441,TLCT,ToOpen,"11:37:34 ET"
GEV,600.1,Put,700,2025-10-17T16:30:00-05:00,1,"97.30 x 6","105.00 x 88",103.96,300,mid,3118700,540,60,236.63%,-0.8812593907,MLFT,N/A,"14:52:11 ET"
TSLA,425.7289,Put,435,2026-04-17T16:30:00-05:00,183,"68.80 x 73","69.20 x 29",69.22,450,ask,3114900,470,111,56.45%,-0.4299135145,MLFT,BuyToOpen,"14:44:17 ET"
INTU,644.845,Put,710,2025-10-17T16:30:00-05:00,1,"62.60 x 34","67.60 x 35",67.6,460,ask,3109500,460,47,144.88%,-0.8909010245,MLFT,BuyToOpen,"14:51:29 ET"
ACN,235.825,Put,330,2025-11-21T16:30:00-06:00,36,"93.40 x 21","96.60 x 21",95.1,325,mid,3090700,325,33,66.54%,-0.9366731823,SLFT,ToOpen,"14:42:37 ET"
UNH,356.2,Put,530,2025-12-19T16:30:00-06:00,64,"171.20 x 45","177.75 x 45",171.2,180,bid,3081500,180,18,55.01%,-0.9568337052,MLFT,SellToOpen,"15:01:16 ET"
MSTR,284.4385,Put,440,2025-10-17T16:30:00-05:00,1,"153.00 x 14","155.65 x 12",153.75,200,mid,3075000,200,18,0.00%,0,SLFT,ToOpen,"14:31:55 ET"
AAPL,246.94,Put,270,2025-10-17T16:30:00-05:00,1,"22.75 x 24","23.40 x 35",23,1330,mid,3059000,1410,5,0.00%,0,MLFT,ToOpen,"15:43:39 ET"
ALAB,164.19,Put,215,2025-10-17T16:30:00-05:00,1,"48.80 x 156","52.00 x 19",48.8,623,bid,3040200,1254,117,0.00%,0,MLFT,N/A,"15:13:33 ET"
SNPS,437.95,Put,610,2025-10-17T16:30:00-05:00,1,"168.60 x 4","174.70 x 4",168.6,180,bid,3034800,180,14,0.00%,0,MLFT,SellToOpen,"15:02:19 ET"
ADBE,329.71,Put,385,2025-10-17T16:30:00-05:00,1,"54.15 x 13","56.85 x 63",54.15,560,bid,3032400,1210,49,148.26%,-0.9753603696,MLFT,N/A,"14:47:54 ET"
VG,8.9299,Put,7.5,2025-12-19T16:30:00-06:00,64,"0.35 x 874","0.65 x 95",0.55,55000,mid,3025000,55011,0,83.77%,-0.2456618148,CNCO,ToOpen,"15:09:53 ET"
VG,9.015,Put,7.5,2025-12-19T16:30:00-06:00,64,"0.35 x 584","0.65 x 73",0.55,55000,mid,3025000,55011,0,85.53%,-0.2394825146,TLCT,ToOpen,"14:59:50 ET"
SNDK,148.74,Put,120,2026-03-20T16:30:00-05:00,155,"18.80 x 62","21.00 x 250",20.15,1500,mid,3022400,1502,47,97.72%,-0.2493562406,MLFT,ToOpen,"13:35:31 ET"
AMD,235.515,Call,190,2026-02-20T16:30:00-06:00,127,"59.80 x 86","60.45 x 2",60.25,500,mid,3012500,516,1480,62.26%,0.79003707302577,AUTO,N/A,"12:38:24 ET"
NVDA,182.184,Call,187.5,2025-10-24T16:30:00-05:00,8,"2.51 x 10","2.53 x 20",2.51,12000,bid,3011900,13150,9500,41.69%,0.33697038675276,MLAT,SellToOpen,"09:38:56 ET"
ADBE,329.64,Put,405,2025-10-17T16:30:00-05:00,1,"71.15 x 25","77.75 x 26",75.05,400,mid,3002000,400,38,0.00%,0,SLFT,ToOpen,"14:36:43 ET"
BE,115.3,Call,65,2026-03-20T16:30:00-05:00,155,"58.60 x 73","61.20 x 508",60,500,mid,3000000,1512,4976,116.73%,0.87623153267277,AUTO,N/A,"15:57:37 ET"
BE,115.3,Call,65,2026-03-20T16:30:00-05:00,155,"59.90 x 489","60.00 x 241",60,500,ask,3000000,1512,4976,116.73%,0.87623153267277,AUTO,N/A,"15:57:46 ET"
MSTR,288.76,Call,305,2025-10-24T16:30:00-05:00,8,"5.90 x 75","6.35 x 171",6.07,4930,mid,2992500,11268,2339,71.14%,0.32333306971307,MLAT,N/A,"14:01:18 ET"
AAPL,245.7121,Put,260,2025-10-17T16:30:00-05:00,1,"13.90 x 345","14.65 x 506",14.25,2100,mid,2992500,3601,618,0.00%,0,MLFT,N/A,"14:40:33 ET"
BE,113.97,Call,55,2025-11-21T16:30:00-06:00,36,"59.00 x 500","60.50 x 165",59.5,500,mid,2975000,1039,5676,120.92%,0.98296659231904,AUTO,N/A,"13:06:41 ET"
ALAB,164.19,Put,212.5,2025-10-17T16:30:00-05:00,1,"46.30 x 61","49.50 x 23",49.5,600,ask,2970000,1060,90,348.40%,-0.9071470481,MLFT,BuyToOpen,"15:13:33 ET"
ADBE,329.25,Put,370,2025-10-17T16:30:00-05:00,1,"37.95 x 152","42.30 x 163",39.6,750,mid,2970000,1101,222,0.00%,0,SLFT,ToOpen,"14:40:19 ET"
DE,455.93,Put,480,2025-10-17T16:30:00-05:00,1,"23.00 x 15","28.55 x 23",28.55,1040,ask,2969200,1214,238,135.04%,-0.7555003171,MLFT,BuyToOpen,"14:51:20 ET"
WIX,133.36,Put,170,2025-10-17T16:30:00-05:00,1,"33.20 x 34","37.80 x 18",33.29,890,mid,2962800,890,132,0.00%,0,MLFT,ToOpen,"15:00:54 ET"
BE,115.3,Call,65,2026-03-20T16:30:00-05:00,155,"59.90 x 493","60.00 x 350",60,493,ask,2958000,1512,4976,116.73%,0.87623153267277,AUTO,N/A,"15:57:59 ET"
DAVE,210.85,Put,270,2025-10-17T16:30:00-05:00,1,"57.10 x 8","61.40 x 2",61.4,480,ask,2947200,480,2,0.00%,0,MLFT,BuyToOpen,"14:55:29 ET"
ADBE,329.64,Put,390,2025-10-17T16:30:00-05:00,1,"56.15 x 27","61.65 x 11",58.85,500,mid,2942500,500,50,0.00%,0,SLFT,ToOpen,"14:36:43 ET"
TXN,174.15,Put,220,2025-10-17T16:30:00-05:00,1,"44.20 x 70","46.25 x 14",45.05,650,mid,2928200,650,80,0.00%,0,SLFT,ToOpen,"14:31:00 ET"
META,706.21,Put,780,2025-10-17T16:30:00-05:00,1,"72.00 x 46","75.05 x 17",73.2,400,mid,2928000,400,47,0.00%,0,SLFT,ToOpen,"14:39:06 ET"
TTD,49.975,Put,65,2025-10-17T16:30:00-05:00,1,"14.05 x 576","15.45 x 225",14.85,1970,mid,2925400,4795,508,293.28%,-0.9491627385,SLFT,N/A,"15:51:50 ET"
MSTR,283.755,Put,280,2025-11-21T16:30:00-06:00,36,"23.35 x 7","23.80 x 200",23.3,1255,bid,2924100,2052,2602,73.58%,-0.4257991772,AUTO,N/A,"15:56:46 ET"
BMNR,52.24,Put,105,2025-10-17T16:30:00-05:00,1,"51.45 x 280","54.00 x 12",54,540,ask,2916000,540,99,938.86%,-0.8800098505,MLFT,BuyToOpen,"14:55:26 ET"
ALAB,164.19,Put,222.5,2025-10-17T16:30:00-05:00,1,"56.20 x 153","59.50 x 103",57.3,508,mid,2910800,5447,305,392.92%,-0.9154595142,MLFT,N/A,"15:13:33 ET"
NVDA,182.42,Put,145,2026-08-21T16:30:00-05:00,309,"11.15 x 104","11.25 x 229",11.16,2600,mid,2901600,2600,2289,46.22%,-0.2081954663,SLCN,ToOpen,"11:18:43 ET"
NAMS,38.655,Put,35,2025-11-21T16:30:00-06:00,36,"0.85 x 17","3.30 x 7",2.9,10000,mid,2900000,10001,1,99.12%,-0.3135664375,SLCN,ToOpen,"10:57:42 ET"
MU,201.565,Call,165,2025-10-17T16:30:00-05:00,1,"36.25 x 592","38.15 x 484",36.25,799,bid,2896300,1399,6542,177.18%,0.98628724607325,AUTO,N/A,"14:52:23 ET"
LULU,162.955,Put,185,2025-10-17T16:30:00-05:00,1,"20.40 x 206","23.45 x 170",21.9,1320,mid,2890700,1364,576,0.00%,0,SLFT,ToOpen,"14:38:40 ET"
META,721.69,Put,760,2026-01-16T16:30:00-06:00,92,"71.45 x 20","72.65 x 1",72.05,400,mid,2882000,420,628,36.42%,-0.5642673198,MLET,N/A,"09:30:03 ET"
V,335.9601,Put,360,2025-10-17T16:30:00-05:00,1,"23.70 x 19","25.20 x 10",25.2,1140,ask,2872800,1140,183,72.69%,-0.9644263349,MLFT,BuyToOpen,"15:01:01 ET"
NVDA,180.69,Put,180,2026-06-18T16:30:00-05:00,245,"23.95 x 383","24.10 x 90",23.95,1194,bid,2859600,1239,7876,45.02%,-0.4051999278,AUTO,N/A,"14:40:13 ET"
ASML,1019.215,Put,1120,2025-10-17T16:30:00-05:00,1,"98.00 x 31","106.00 x 10",98,290,bid,2842000,833,95,110.52%,-0.945583234,MLFT,N/A,"14:54:53 ET"
HUM,266.19,Put,300,2025-10-17T16:30:00-05:00,1,"30.50 x 35","38.40 x 18",38.4,740,ask,2841600,740,64,274.60%,-0.7763132292,MLFT,BuyToOpen,"14:54:02 ET"
DEO,98.75,Call,90,2025-10-17T16:30:00-05:00,1,"8.70 x 10","9.00 x 8",9,3140,ask,2826000,3140,99,0.00%,0.99999999999938,MLFT,BuyToOpen,"14:24:12 ET"
